seed,problem,strategy_name,source_count,cleared_count,cleared_ratio,all_cleared,virtual_time_s,average_localize_clear_time_s,total_distance_m,measure_count,clear_count,failed_clear_count,channel_switch_count,strategy_completed,wall_time_s
67,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7720.6542839560225,772.0654283956022,29038.271419780107,310,19,9,286,True,2.0523754000023473
68,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,8791.671222384664,586.1114148256443,34168.356111923444,247,158,143,219,True,3.408341100002872
69,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,7792.786501604574,519.5191001069717,31413.932508022874,238,25,10,215,True,3.58016850000422
70,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7871.65995739391,787.1659957393911,28823.299786969546,312,80,70,287,True,2.2347895999992033
71,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,8453.67781212874,704.4731510107284,31173.38906064371,310,120,108,285,True,2.524502800006303
72,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6795.608530429877,679.5608530429877,24388.042652149383,314,13,3,289,True,2.0427567000006093
73,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,7983.024944708604,665.2520787257171,30065.124723543107,279,98,86,257,True,2.852714199994807
74,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,4526.366907172304,282.897931698269,17546.834535861533,158,19,3,138,True,4.403839999999036
75,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,6787.889828127027,522.1453713943866,25234.44914063514,283,15,2,255,True,3.714707000006456
76,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6885.779258909385,573.8149382424488,25653.896294546925,267,52,40,240,True,3.0725600000005215
77,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,4251.3950496198295,265.71219060123934,17666.97524809915,109,16,0,93,True,3.7717464000015752
78,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,6749.097903604792,421.8186189752995,25500.489518024024,231,85,69,207,True,3.917665900007705
79,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,6775.934998990334,615.9940908173031,25084.674994951674,288,11,0,264,True,2.775762900011614
80,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,8319.926822242805,693.3272351869005,31739.63411121408,291,77,65,262,True,2.332315200008452
81,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,6846.203440158452,489.0145314398895,25756.017200792256,273,19,5,245,True,3.178340600003139
82,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,8139.679569948553,739.970869995323,29463.397849742796,338,74,63,313,True,2.8043463999929372
83,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7561.411460808217,581.6470354467859,28502.057304041122,279,62,49,254,True,3.0622606000106316
84,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,6369.589071770124,424.6392714513416,24732.945358850626,229,15,0,203,True,3.365668000013102
85,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7419.9314700892755,674.5392245535705,27944.6573504464,290,30,19,269,True,2.2043190999975195
86,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,3930.290168279722,245.64313551748262,15791.450841398611,118,17,1,99,True,4.697552800003905
87,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7499.430848780735,681.7664407982486,27632.154243903693,317,24,13,294,True,2.667983399995137
88,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,8538.591294386059,656.8147149527738,32682.9564719303,279,110,97,251,True,2.7535470000002533
89,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6953.719675837758,695.3719675837758,24543.59837918882,324,35,25,300,True,2.163630999988527
90,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7749.512277937228,704.5011161761116,28162.561389686187,321,65,54,295,True,3.081763200010755
91,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7333.7463748482005,733.37463748482,26813.731874241,322,15,5,296,True,2.3751550000015413
92,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7054.839309522602,542.679946886354,26799.196547613006,275,15,2,249,True,3.553088899992872
93,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,7119.212876774065,444.95080479837907,28901.064383870355,200,45,29,172,True,3.6793916000024183
94,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,6613.954870287224,472.4253478776589,25409.774351436135,235,40,26,209,True,3.592934400003287
95,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,5834.083924633451,364.6302452895907,23030.41962316731,173,59,43,154,True,4.057327300004545
96,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6106.457103208022,508.87142526733516,22377.285516040116,266,12,0,241,True,2.692306600001757
97,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7238.729791626675,658.0663446933341,27428.648958133395,281,24,13,254,True,2.268867400009185
98,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6371.60966244235,530.9674718701958,23703.04831221175,266,12,0,241,True,3.0321120000007795
99,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,8717.492693919874,670.5763610707595,33237.463469599454,290,110,97,264,True,3.1632045000005746
