seed,problem,strategy_name,source_count,cleared_count,cleared_ratio,all_cleared,virtual_time_s,average_localize_clear_time_s,total_distance_m,measure_count,clear_count,failed_clear_count,channel_switch_count,strategy_completed,wall_time_s,analytic_plan_generated,analytic_plan_certified,analytic_plan_selected,analytic_plan_fallbacks,analytic_estimated_saving_s
12,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,8911.778406209187,685.5214158622451,33663.89203104602,302,123,110,274,True,3.1013065000006463,0,0,0,0,0.0
13,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,7042.808891772508,586.9007409810423,26479.044458862536,281,20,8,258,True,2.6567405000096187,0,0,0,0,0.0
14,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7616.51481778265,761.6514817782651,26497.574088913334,333,108,98,308,True,2.6286109999928158,0,0,0,0,0.0
15,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,6886.233853871143,626.0212594428311,24471.16926935572,325,15,4,300,True,2.559780800016597,0,0,0,0,0.0
16,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6772.7561581464,564.3963465122,25638.780790732006,268,13,1,242,True,2.7140133999928366,0,0,0,0,0.0
17,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7572.696194359473,540.9068710256767,29163.480971797384,274,31,17,249,True,3.2413137999828905,0,0,0,0,0.0
18,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7008.817927170487,637.1652661064079,24869.089635852448,328,24,13,301,True,2.5446395999751985,0,0,0,0,0.0
19,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,7270.889473793991,484.7259649195994,28269.447368970043,215,108,93,188,True,3.4530016999924555,0,0,0,0,0.0
20,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,7046.431521621749,469.76210144144994,28042.157608108784,219,41,26,190,True,3.4180328999937046,0,0,0,0,0.0
21,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7858.000784725389,714.3637077023081,29465.003923626977,310,36,25,285,True,2.540603800007375,0,0,0,0,0.0
22,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,6729.817726053128,611.8016114593753,25119.088630265658,278,15,4,249,True,3.010567199991783,0,0,0,0,0.0
23,Q4,GuaranteedDirectionalQ4Strategy,16,16,1.0,True,7199.252885838297,449.95330536489354,28186.264429191557,207,103,87,186,True,3.8736680000147317,0,0,0,0,0.0
24,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,8597.45898118897,573.1639320792646,33222.294905944684,271,107,92,247,True,3.54058420000365,0,0,0,0,0.0
25,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7250.026426075955,557.6943404673812,27980.13213037978,256,39,26,231,True,2.6152493999979924,0,0,0,0,0.0
26,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,7768.206211334516,517.8804140889678,32046.031056672597,210,33,18,180,True,3.7541396000015084,0,0,0,0,0.0
27,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,7480.610546784374,498.7073697856249,30788.052733921864,199,43,28,169,True,3.9179631999868434,0,0,0,0,0.0
28,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,7468.177151488118,746.8177151488119,27405.88575744062,316,32,22,291,True,2.3631350999930874,0,0,0,0,0.0
29,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7018.772687394075,501.3409062424339,26203.863436970365,287,18,4,261,True,3.3502316999947652,0,0,0,0,0.0
30,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,6552.895822979105,468.06398735565034,25744.479114895523,226,15,1,201,True,3.1665413999871816,0,0,0,0,0.0
31,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6489.843894926557,648.9843894926557,22869.219474632784,314,12,2,290,True,1.695815399987623,0,0,0,0,0.0
32,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,8324.943450500388,832.4943450500389,30389.717252501963,352,47,37,326,True,2.629166200000327,0,0,0,0,0.0
33,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7189.1216120235795,513.5086865731129,26860.608060117902,294,17,3,268,True,2.3613973000028636,0,0,0,0,0.0
34,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7149.942887387004,510.71020624192886,26784.71443693501,290,18,4,261,True,2.775446899991948,0,0,0,0,0.0
35,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7127.087814999522,509.0777010713945,27915.439074997626,243,28,14,217,True,3.1445536999963224,0,0,0,0,0.0
36,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,7602.6315383589035,633.5526281965753,28618.157691794513,303,22,10,274,True,3.074123400001554,0,0,0,0,0.0
37,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,8021.375866987368,534.7583911324912,31386.87933493694,230,119,104,207,True,2.8088437999831513,0,0,0,0,0.0
38,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,7957.521351843589,530.5014234562393,31732.606759218048,204,129,114,174,True,3.565540300012799,0,0,0,0,0.0
39,Q4,GuaranteedDirectionalQ4Strategy,11,11,1.0,True,7129.113858585287,648.1012598713897,25705.56929292645,321,22,11,295,True,2.6360466000041924,0,0,0,0,0.0
40,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,6295.462336800752,484.26633360005786,23567.311684003776,256,15,2,231,True,3.1457080999971367,0,0,0,0,0.0
41,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,7119.163962184126,547.6279970910866,27300.81981092065,261,31,18,235,True,3.027791200001957,0,0,0,0,0.0
42,Q4,GuaranteedDirectionalQ4Strategy,15,15,1.0,True,6863.305745219167,457.5537163479445,27481.528726095836,218,18,3,193,True,2.971368500002427,0,0,0,0,0.0
43,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,9448.071120804701,944.8071120804701,34195.355604023236,349,175,165,319,True,2.4359475999954157,0,0,0,0,0.0
44,Q4,GuaranteedDirectionalQ4Strategy,13,13,1.0,True,6614.592014590065,508.81477035308194,24922.960072950347,263,16,3,241,True,2.3712309999973513,0,0,0,0,0.0
45,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,6417.982143170917,534.831845264243,23884.910715854592,268,12,0,241,True,2.825452999997651,0,0,0,0,0.0
46,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6327.584278348405,632.7584278348405,22382.921391742024,303,12,2,280,True,2.402441500016721,0,0,0,0,0.0
47,Q4,GuaranteedDirectionalQ4Strategy,12,12,1.0,True,8882.901608545424,740.2418007121187,33379.50804272708,335,68,56,304,True,3.251847599982284,0,0,0,0,0.0
48,Q4,GuaranteedDirectionalQ4Strategy,14,14,1.0,True,7660.481670803566,547.1772622002547,29457.408354017876,268,54,40,239,True,3.4205084000132047,0,0,0,0,0.0
49,Q4,GuaranteedDirectionalQ4Strategy,10,10,1.0,True,6895.6373665598385,689.5637366559838,24873.186832799194,316,10,0,291,True,2.3238704999967013,0,0,0,0,0.0
